protein_id	go_term	qualifier	evidence_code	source_db
Q8R2Z3	GO:1902358	involved_in	IDA	UniProtKB
Q9UUM2	GO:0011000	involved_in	IDA	UniProtKB
P40565	GO:0000974	part_of	IPI	UniProtKB
Q9D855	GO:0045275	part_of	IDA	UniProtKB
Q9JM54	GO:2001056	involved_in	IDA	UniProtKB
Q5EG05	GO:2000117	involved_in	IDA	UniProtKB
P01579	GO:0038096	involved_in	IDA	UniProtKB
P08249	GO:0043490	involved_in	IDA	UniProtKB
Q7ZZY3	GO:0006277	acts_upstream_of_or_within	IMP	UniProtKB
A6H7B0	GO:0043209	located_in	IDA	UniProtKB
P04797	GO:0141156	involved_in	IMP	UniProtKB
Q923Y9	GO:0141163	involved_in	IDA	UniProtKB
Q9UUI3	GO:0045292	involved_in	EXP	UniProtKB
Q5AIR7	GO:0044650	acts_upstream_of_or_within	IMP	UniProtKB
Q96CM4	GO:0048018	enables	IDA	UniProtKB
Q8CEI1	GO:0016226	acts_upstream_of_or_within	IMP	UniProtKB
Q8CEI1	GO:0005739	is_active_in	IMP	UniProtKB
Q8CEI1	GO:1990845	acts_upstream_of_or_within	IMP	UniProtKB
Q8CEI1	GO:0097009	acts_upstream_of_or_within	IMP	UniProtKB
Q8CEI1	GO:0006006	acts_upstream_of_or_within	IMP	UniProtKB
Q8CEI1	GO:1903442	acts_upstream_of_or_within	IMP	UniProtKB
Q86WA9	GO:1902358	involved_in	IDA	UniProtKB
P40567	GO:0000974	part_of	IPI	UniProtKB
P42859	GO:1905291	involved_in	IMP	UniProtKB
P42859	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q6TCG8	GO:0035359	involved_in	IDA	UniProtKB
Q6TCG8	GO:1990756	enables	IDA	UniProtKB
Q6TCG8	GO:0032436	involved_in	IDA	UniProtKB
Q6NS60	GO:0021542	acts_upstream_of_or_within	IMP	UniProtKB
Q6NS60	GO:0042551	acts_upstream_of_or_within	IMP	UniProtKB
Q6NS60	GO:0007268	acts_upstream_of_or_within	IMP	UniProtKB
Q6NS60	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q6NS60	GO:0001764	acts_upstream_of_or_within	IMP	UniProtKB
Q6NS60	GO:0021766	acts_upstream_of_or_within	IMP	UniProtKB
Q9Z307	GO:0016323	located_in	IDA	UniProtKB
Q9UPN7	GO:0019888	enables	IDA	UniProtKB
Q9UT44	GO:0055129	involved_in	EXP	UniProtKB
O95476	GO:0004721	enables	IDA	UniProtKB
O14234	GO:0015275	enables	IMP	UniProtKB
P21279	GO:0099524	is_active_in	IDA	UniProtKB
P28568	GO:0055056	enables	TAS	UniProtKB
O74465	GO:0106222	enables	IDA	UniProtKB
P36596	GO:0006696	involved_in	IGI	UniProtKB
P36596	GO:0051996	enables	IGI	UniProtKB
Q9HB14	GO:0042802	enables	IDA	UniProtKB
Q9HB14	GO:0046982	enables	IDA	UniProtKB
Q9HB14	GO:0005267	enables	IDA	UniProtKB
Q9HB14	GO:0005515	enables	IPI	UniProtKB
O14280	GO:0003713	contributes_to	EXP	UniProtKB
O14280	GO:0010106	involved_in	EXP	UniProtKB
P35318	GO:0005179	enables	IDA	UniProtKB
B7U540	GO:0005783	located_in	IDA	UniProtKB
Q7Z3V4	GO:0005739	located_in	IDA	UniProtKB
Q7Z3V4	GO:0061630	enables	IDA	UniProtKB
Q09790	GO:0052843	enables	IDA	UniProtKB
Q09790	GO:0052845	enables	IDA	UniProtKB
Q09790	GO:0052846	enables	IDA	UniProtKB
Q09790	GO:0052847	enables	IDA	UniProtKB
P05733	GO:0030684	part_of	IDA	UniProtKB
P15650	GO:0042803	enables	IDA	UniProtKB
O14520	GO:0015204	enables	IDA	UniProtKB
Q54TK4	GO:0070685	is_active_in	IDA	UniProtKB
Q54TK4	GO:0005886	located_in	IDA	UniProtKB
Q54TK4	GO:0005515	enables	IPI	UniProtKB
