protein_id	go_term	qualifier	evidence_code	source_db
Q9ET47	GO:0061831	is_active_in	IDA	UniProtKB
Q9P4W9	GO:0022627	part_of	EXP	UniProtKB
Q9ULU4	GO:0140015	enables	IDA	UniProtKB
Q9ULU4	GO:0140109	enables	IDA	UniProtKB
P41000	GO:1990116	involved_in	TAS	UniProtKB
Q7LGC8	GO:0050650	involved_in	IMP	UniProtKB
Q7LGC8	GO:0050650	involved_in	IDA	UniProtKB
Q9Y468	GO:0140005	enables	IDA	UniProtKB
Q9Y468	GO:0140005	enables	IPI	UniProtKB
Q9Y468	GO:0140719	involved_in	IDA	UniProtKB
Q9JHF3	GO:1904639	involved_in	IEP	UniProtKB
Q07821	GO:0051604	involved_in	IMP	UniProtKB
P41216	GO:0005789	is_active_in	IDA	UniProtKB
P41216	GO:0043651	involved_in	IMP	UniProtKB
P41216	GO:0006633	involved_in	IMP	UniProtKB
P41216	GO:0090433	enables	IMP	UniProtKB
P41216	GO:0004467	enables	IMP	UniProtKB
Q9QYE2	GO:0097421	involved_in	IEP	UniProtKB
Q9CQN6	GO:0022857	enables	IMP	UniProtKB
Q09917	GO:0032178	is_active_in	IDA	UniProtKB
O14734	GO:0010561	involved_in	IDA	UniProtKB
P14602	GO:0090038	involved_in	IDA	UniProtKB
Q62137	GO:0010561	involved_in	IMP	UniProtKB
Q21376	GO:0015012	involved_in	IMP	UniProtKB
P36940	GO:0005737	located_in	IDA	UniProtKB
P36940	GO:0005886	located_in	IDA	UniProtKB
Q15822	GO:0034703	part_of	IDA	UniProtKB
Q15822	GO:0098878	part_of	IDA	UniProtKB
Q54S40	GO:0005886	located_in	IDA	UniProtKB
Q54S40	GO:2000145	involved_in	IGI	UniProtKB
Q54S40	GO:0010810	involved_in	IMP	UniProtKB
Q54S40	GO:0031272	involved_in	IMP	UniProtKB
Q9NXR8	GO:0140002	enables	IDA	UniProtKB
Q9V3L1	GO:0015012	involved_in	IMP	UniProtKB
Q7TSN4	GO:0032216	enables	IDA	UniProtKB
Q7TSN4	GO:0005789	located_in	IDA	UniProtKB
Q7TSN4	GO:0006506	involved_in	IDA	UniProtKB
Q14833	GO:0007216	involved_in	IDA	UniProtKB
O94438	GO:0022627	part_of	EXP	UniProtKB
A4GXA9	GO:0000228	is_active_in	IDA	UniProtKB
A4GXA9	GO:1990238	contributes_to	IDA	UniProtKB
A4GXA9	GO:0000723	involved_in	IMP	UniProtKB
Q16586	GO:0000139	located_in	TAS	UniProtKB
Q16586	GO:0005789	located_in	TAS	UniProtKB
Q16586	GO:0005886	located_in	TAS	UniProtKB
P02786	GO:0006898	involved_in	IDA	UniProtKB
P02786	GO:0007166	involved_in	IDA	UniProtKB
Q8N2Q7	GO:0097114	involved_in	IGI	UniProtKB
P68138	GO:0005829	located_in	TAS	UniProtKB
Q8MV48	GO:0000139	located_in	TAS	UniProtKB
Q8MV48	GO:0006493	involved_in	IDA	UniProtKB
A2ASA8	GO:0042110	acts_upstream_of_or_within	IMP	UniProtKB
A2ASA8	GO:0030217	acts_upstream_of_or_within	IMP	UniProtKB
A2ASA8	GO:0070509	acts_upstream_of_or_within	IMP	UniProtKB
A2ASA8	GO:0005515	enables	IPI	UniProtKB
O96017	GO:0030330	involved_in	TAS	UniProtKB
