protein_id	go_term	qualifier	evidence_code	source_db
Q03370	GO:0005515	enables	IPI	UniProtKB
Q8IV35	GO:0005515	enables	IPI	UniProtKB
Q02375	GO:0045271	part_of	IDA	UniProtKB
Q02375	GO:0005739	located_in	IC	UniProtKB
O13878	GO:0032040	part_of	IDA	UniProtKB
Q96IL0	GO:0005515	enables	IPI	UniProtKB
Q3UR78	GO:0048471	located_in	IDA	UniProtKB
Q3UR78	GO:0003730	enables	IDA	UniProtKB
Q3UR78	GO:0070935	involved_in	IDA	UniProtKB
Q3UR78	GO:1990459	enables	IPI	UniProtKB
Q12122	GO:0005515	enables	IPI	UniProtKB
Q90ZE4	GO:0019896	acts_upstream_of_or_within	IMP	UniProtKB
Q90ZE4	GO:0010506	acts_upstream_of_or_within	IMP	UniProtKB
Q90ZE4	GO:0001964	acts_upstream_of_or_within	IMP	UniProtKB
Q502K2	GO:0045540	acts_upstream_of_or_within	IMP	UniProtKB
Q502K2	GO:0036269	acts_upstream_of_or_within	IMP	UniProtKB
P05744	GO:0000027	involved_in	IMP	UniProtKB
P30740	GO:0030336	involved_in	IMP	UniProtKB
P30740	GO:0004867	enables	IMP	UniProtKB
Q9W0G1	GO:0005654	located_in	TAS	UniProtKB
O15155	GO:0005783	part_of	IDA	UniProtKB
O15155	GO:0005801	part_of	IDA	UniProtKB
Q28851	GO:0045259	part_of	IDA	UniProtKB
Q28851	GO:0005739	located_in	IC	UniProtKB
P29965	GO:0005125	enables	IDA	UniProtKB
P29965	GO:0005615	is_active_in	IDA	UniProtKB
P07174	GO:0045471	involved_in	IEP	UniProtKB
P07174	GO:0005739	located_in	IDA	UniProtKB
P07174	GO:0007283	involved_in	IEP	UniProtKB
O43678	GO:0045271	part_of	IDA	UniProtKB
O60939	GO:0005886	is_active_in	IDA	UniProtKB
O60939	GO:0086010	involved_in	IDA	UniProtKB
O60939	GO:0010765	involved_in	IDA	UniProtKB
Q7TN58	GO:0050821	involved_in	IMP	UniProtKB
Q7TN58	GO:0005515	enables	IPI	UniProtKB
Q01804	GO:0035871	involved_in	IDA	UniProtKB
P34021	GO:0016241	acts_upstream_of_positive_effect	IMP	UniProtKB
P47870	GO:0043197	is_active_in	IDA	UniProtKB
P47870	GO:0045211	is_active_in	IDA	UniProtKB
P69801	GO:0015764	acts_upstream_of_or_within	EXP	UniProtKB
P69801	GO:1990539	acts_upstream_of_or_within	EXP	UniProtKB
Q08932	GO:0000027	involved_in	IMP	UniProtKB
Q9UNK9	GO:0005741	is_active_in	IDA	UniProtKB
Q9UNK9	GO:0005515	enables	IPI	UniProtKB
P36101	GO:0005515	enables	IPI	UniProtKB
P48365	GO:0005770	is_active_in	IDA	UniProtKB
O35054	GO:0160184	involved_in	IMP	UniProtKB
Q09917	GO:0019722	involved_in	IMP	UniProtKB
Q8HXG5	GO:0045271	part_of	IDA	UniProtKB
Q8HXG5	GO:0005739	located_in	IC	UniProtKB
P40046	GO:0005515	enables	IPI	UniProtKB
P51970	GO:0045271	part_of	IDA	UniProtKB
P0A8F0	GO:0006206	acts_upstream_of_or_within	EXP	UniProtKB
Q06070	GO:0005515	enables	IPI	UniProtKB
