protein_id	go_term	qualifier	evidence_code	source_db
Q80WJ1	GO:0005730	located_in	IDA	UniProtKB
Q9JMA2	GO:0032473	located_in	IDA	UniProtKB
P37267	GO:0005743	located_in	TAS	UniProtKB
O55143	GO:0005509	enables	IDA	UniProtKB
Q8K1M6	GO:0005737	located_in	IDA	UniProtKB
P31809	GO:0032703	acts_upstream_of_or_within	IMP	UniProtKB
P31809	GO:0046329	acts_upstream_of_or_within	IMP	UniProtKB
P01579	GO:0097696	involved_in	IDA	UniProtKB
P04201	GO:0086097	involved_in	IMP	UniProtKB
O43678	GO:0005739	located_in	HTP	UniProtKB
Q8NCN5	GO:0005739	located_in	HTP	UniProtKB
Q9UUI3	GO:0000398	involved_in	EXP	UniProtKB
P18065	GO:0141069	enables	IDA	UniProtKB
P18065	GO:0004864	enables	IDA	UniProtKB
P18065	GO:0001649	involved_in	IDA	UniProtKB
P18065	GO:0030547	enables	IDA	UniProtKB
Q9CZX2	GO:0005515	enables	IPI	UniProtKB
Q9HCH5	GO:0005829	located_in	TAS	UniProtKB
Q61068	GO:0016579	acts_upstream_of_or_within	IDA	UniProtKB
P28222	GO:0001586	enables	IMP	UniProtKB
P28222	GO:0001586	enables	IDA	UniProtKB
P28222	GO:0099589	enables	IMP	UniProtKB
P28221	GO:0099589	enables	IDA	UniProtKB
P28221	GO:0007198	involved_in	IDA	UniProtKB
P28221	GO:0001586	enables	IDA	UniProtKB
P97474	GO:0003677	enables	IDA	UniProtKB
O74319	GO:0006367	involved_in	EXP	UniProtKB
O74319	GO:0016251	enables	EXP	UniProtKB
Q9BSJ5	GO:0005739	located_in	HTP	UniProtKB
Q8K4Z3	GO:0005634	located_in	IDA	UniProtKB
Q8K4Z3	GO:0005829	located_in	IDA	UniProtKB
P18872	GO:0003925	enables	IDA	UniProtKB
P05112	GO:0045944	involved_in	IGI	UniProtKB
P05112	GO:0007259	involved_in	IGI	UniProtKB
Q9C002	GO:0005739	located_in	HTP	UniProtKB
P36596	GO:0010142	involved_in	IGI	UniProtKB
Q8L8Y3	GO:0019740	involved_in	IEP	UniProtKB
Q15526	GO:0098803	located_in	TAS	UniProtKB
Q15526	GO:0005739	located_in	HTP	UniProtKB
Q15526	GO:0005743	located_in	TAS	UniProtKB
Q6YP21	GO:0005739	located_in	HTP	UniProtKB
P80313	GO:0042802	enables	IPI	UniProtKB
P80313	GO:0005515	enables	IPI	UniProtKB
Q86WW8	GO:0005739	located_in	HTP	UniProtKB
Q86WW8	GO:0005743	located_in	TAS	UniProtKB
Q9UBX2	GO:0005737	located_in	IDA	UniProtKB
Q09790	GO:0008486	enables	IDA	UniProtKB
Q09790	GO:0008796	enables	IDA	UniProtKB
P14742	GO:0006031	involved_in	IGI	UniProtKB
Q07666	GO:0140678	enables	EXP	UniProtKB
Q07666	GO:0042981	involved_in	IMP	UniProtKB
Q07666	GO:0043484	involved_in	IMP	UniProtKB
Q07666	GO:0051726	involved_in	IMP	UniProtKB
Q54TM7	GO:0036211	involved_in	IMP	UniProtKB
Q8TBF2	GO:0005739	located_in	HTP	UniProtKB
O96017	GO:0033554	involved_in	IDA	UniProtKB
A0A8I3NFE2	GO:0000922	located_in	IDA	UniProtKB
A0A8I3NFE2	GO:0009925	located_in	IDA	UniProtKB
A0A8I3NFE2	GO:0000132	involved_in	IMP	UniProtKB
A0A8I3NFE2	GO:0110053	involved_in	IMP	UniProtKB
A0A8I3NFE2	GO:0032880	involved_in	IMP	UniProtKB
A0A8I3NFE2	GO:0005515	enables	IPI	UniProtKB
O74805	GO:0031097	is_active_in	IDA	UniProtKB
Q8C208	GO:0042802	enables	IPI	UniProtKB
Q09919	GO:0033215	involved_in	IMP	UniProtKB
Q6ZWL3	GO:0016709	enables	TAS	UniProtKB
Q4JK59	GO:0044029	acts_upstream_of_or_within	IDA	UniProtKB
O14417	GO:0033316	involved_in	IMP	UniProtKB
Q9D8L5	GO:0042802	enables	IPI	UniProtKB
O35173	GO:0015459	enables	IDA	UniProtKB
O35173	GO:1901379	involved_in	IDA	UniProtKB
P04800	GO:0033595	involved_in	IEP	UniProtKB
P15209	GO:0031594	located_in	IDA	UniProtKB
P15209	GO:0045211	located_in	IDA	UniProtKB
P15209	GO:0007528	acts_upstream_of_or_within	IMP	UniProtKB
P23636	GO:0031029	involved_in	EXP	UniProtKB
P53721	GO:0098803	part_of	IDA	UniProtKB
Q9Y291	GO:0005739	located_in	HTP	UniProtKB
P09417	GO:0005739	located_in	HTP	UniProtKB
Q6YFQ2	GO:0005739	located_in	HTP	UniProtKB
Q6YFQ2	GO:0005743	located_in	TAS	UniProtKB
P82921	GO:0005739	located_in	HTP	UniProtKB
Q96DB5	GO:0005739	located_in	HTP	UniProtKB
P56559	GO:0005739	located_in	HTP	UniProtKB
Q09XV5	GO:0010468	acts_upstream_of_or_within	IMP	UniProtKB
Q09XV5	GO:0007616	acts_upstream_of_or_within	IMP	UniProtKB
Q13835	GO:1903676	involved_in	IMP	UniProtKB
O14521	GO:0045273	part_of	IDA	UniProtKB
O14521	GO:0045273	part_of	TAS	UniProtKB
O43045	GO:0120510	part_of	TAS	UniProtKB
P21758	GO:0005515	enables	IPI	UniProtKB
P21758	GO:0031072	enables	IPI	UniProtKB
Q9VWH4	GO:0005759	is_active_in	EXP	UniProtKB
Q9VWH4	GO:0004449	enables	IMP	UniProtKB
Q9VWH4	GO:0006099	involved_in	IMP	UniProtKB
Q01973	GO:0038023	enables	IDA	UniProtKB
Q01973	GO:0008283	involved_in	IDA	UniProtKB
Q91YL7	GO:0010467	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0042306	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006486	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006487	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006508	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006509	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006606	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0006612	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0007155	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:1902531	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0002790	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0032880	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0070613	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0033619	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0071692	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:1900180	acts_upstream_of_or_within	IMP	UniProtKB
P63040	GO:0008289	enables	EXP	UniProtKB
Q80UW0	GO:0015015	acts_upstream_of_or_within	IDA	UniProtKB
O60880	GO:0030101	involved_in	IDA	UniProtKB
O60880	GO:0030674	enables	IDA	UniProtKB
P13051	GO:0000012	involved_in	TAS	UniProtKB
P61014	GO:0045475	involved_in	IMP	UniProtKB
P61014	GO:0008542	involved_in	IMP	UniProtKB
P61014	GO:0050802	involved_in	IMP	UniProtKB
Q06236	GO:0045273	part_of	IGI	UniProtKB
Q9XF04	GO:0045168	involved_in	IDA	UniProtKB
P49762	GO:1902513	involved_in	IMP	UniProtKB
Q68D85	GO:0048018	enables	IDA	UniProtKB
Q68D85	GO:0051132	involved_in	IDA	UniProtKB
O94903	GO:0005739	located_in	HTP	UniProtKB
P01581	GO:1904894	involved_in	IDA	UniProtKB
P01581	GO:0060333	involved_in	IDA	UniProtKB
