protein_id	go_term	qualifier	evidence_code	source_db
Q64368	GO:0005840	located_in	IDA	UniProtKB
Q9JM54	GO:1903749	acts_upstream_of_or_within	IMP	UniProtKB
Q9HBI6	GO:1903604	involved_in	TAS	UniProtKB
F2Z3T4	GO:0000381	involved_in	IMP	UniProtKB
Q70EL3	GO:0005634	located_in	IDA	UniProtKB
Q70EL3	GO:0005737	located_in	IDA	UniProtKB
Q70EL3	GO:0005813	located_in	IDA	UniProtKB
Q70EL3	GO:0004843	enables	IDA	UniProtKB
Q70EL3	GO:1902749	involved_in	IMP	UniProtKB
Q7Z417	GO:0005840	located_in	IDA	UniProtKB
O14261	GO:0000423	involved_in	IMP	UniProtKB
P97305	GO:0000976	enables	IDA	UniProtKB
P97305	GO:1905653	involved_in	IMP	UniProtKB
P97305	GO:0045059	involved_in	IMP	UniProtKB
P97305	GO:0045429	involved_in	IMP	UniProtKB
P97305	GO:1904157	involved_in	IMP	UniProtKB
Q9USH5	GO:0045292	involved_in	IMP	UniProtKB
Q9H446	GO:0005829	located_in	TAS	UniProtKB
Q9VZJ6	GO:0050912	involved_in	IMP	UniProtKB
Q9VZJ6	GO:0007637	involved_in	IMP	UniProtKB
Q9VZJ6	GO:0170021	enables	IMP	UniProtKB
A0A1L8G2K9	GO:0004222	enables	IDA	UniProtKB
A0A1L8G2K9	GO:0006974	involved_in	IDA	UniProtKB
Q9Z2B5	GO:0006446	involved_in	IMP	UniProtKB
Q7ZZY3	GO:0003682	enables	IDA	UniProtKB
Q7ZZY3	GO:0071168	involved_in	IMP	UniProtKB
Q7ZZY3	GO:0006270	involved_in	IMP	UniProtKB
Q9Y2Y1	GO:0008270	enables	IDA	UniProtKB
Q9ES67	GO:0005085	enables	IDA	UniProtKB
Q9ES67	GO:0002038	involved_in	IMP	UniProtKB
Q96BY2	GO:0051204	involved_in	IMP	UniProtKB
Q59ZG8	GO:0008017	contributes_to	IMP	UniProtKB
Q59ZG8	GO:0008608	acts_upstream_of_or_within	IMP	UniProtKB
Q59ZG8	GO:0000086	acts_upstream_of_or_within	IMP	UniProtKB
Q59ZG8	GO:0005634	located_in	IDA	UniProtKB
Q09917	GO:0000935	is_active_in	IDA	UniProtKB
Q09917	GO:0005783	is_active_in	IDA	UniProtKB
Q09917	GO:0097720	involved_in	IDA	UniProtKB
Q06406	GO:0005634	located_in	IDA	UniProtKB
Q06406	GO:0008033	involved_in	IMP	UniProtKB
Q06406	GO:0006364	involved_in	IMP	UniProtKB
A2AU72	GO:0030317	involved_in	IMP	UniProtKB
