protein_id	go_term	qualifier	evidence_code	source_db
Q9H8V3	GO:1903438	involved_in	IMP	UniProtKB
Q94527	GO:0106222	enables	IPI	UniProtKB
Q8N661	GO:0047826	enables	IDA	UniProtKB
P62820	GO:0005783	is_active_in	IDA	UniProtKB
Q8BMT4	GO:0036503	involved_in	TAS	UniProtKB
P81068	GO:0005654	located_in	TAS	UniProtKB
Q01804	GO:0006307	involved_in	IDA	UniProtKB
P34021	GO:0048102	involved_in	IMP	UniProtKB
O00159	GO:0038084	involved_in	IMP	UniProtKB
P80192	GO:0140677	enables	EXP	UniProtKB
Q9W2P0	GO:0070652	part_of	IDA	UniProtKB
Q9W2P0	GO:0090221	involved_in	IDA	UniProtKB
Q9W2P0	GO:0090221	involved_in	IC	UniProtKB
Q9W2P0	GO:0090307	involved_in	IDA	UniProtKB
Q9W2P0	GO:0090307	involved_in	IC	UniProtKB
Q9W2P0	GO:0030674	enables	IPI	UniProtKB
P56857	GO:0010804	acts_upstream_of_or_within	IMP	UniProtKB
O14734	GO:0052816	enables	IDA	UniProtKB
Q6NXR0	GO:0005811	located_in	IDA	UniProtKB
Q6NXR0	GO:0036126	located_in	IDA	UniProtKB
Q6NXR0	GO:0097226	located_in	IDA	UniProtKB
P51575	GO:0045121	located_in	IDA	UniProtKB
P51575	GO:0099604	enables	IDA	UniProtKB
O74465	GO:0003724	enables	TAS	UniProtKB
O74465	GO:0140727	involved_in	IMP	UniProtKB
Q9Z2B5	GO:0036503	involved_in	IMP	UniProtKB
P40792	GO:0030030	involved_in	IMP	UniProtKB
Q09919	GO:0098711	involved_in	IMP	UniProtKB
P07936	GO:0010996	involved_in	IEP	UniProtKB
Q9DAG5	GO:0006211	acts_upstream_of_or_within	IMP	UniProtKB
Q84MC1	GO:0061928	enables	IDA	UniProtKB
Q90270	GO:0010629	acts_upstream_of_or_within	IGI	UniProtKB
P76347	GO:0043709	involved_in	IDA	UniProtKB
O43156	GO:2000003	involved_in	IMP	UniProtKB
P59649	GO:0005886	located_in	IDA	UniProtKB
O74191	GO:0034080	involved_in	IMP	UniProtKB
P19526	GO:0006688	involved_in	TAS	UniProtKB
A3KGV1	GO:0097225	located_in	IDA	UniProtKB
A3KGV1	GO:0097228	located_in	IDA	UniProtKB
Q10169	GO:0043161	involved_in	TAS	UniProtKB
P05067	GO:0141137	involved_in	IGI	UniProtKB
O75844	GO:0051604	involved_in	IDA	UniProtKB
O75844	GO:0004175	enables	IDA	UniProtKB
Q96RD7	GO:0005347	enables	IDA	UniProtKB
Q96RD7	GO:0005921	located_in	IDA	UniProtKB
Q96RD7	GO:0015867	involved_in	IDA	UniProtKB
P20007	GO:0019432	involved_in	IMP	UniProtKB
P20007	GO:0005992	involved_in	IMP	UniProtKB
P20007	GO:0006094	involved_in	IMP	UniProtKB
P20007	GO:0006114	involved_in	IMP	UniProtKB
P09322	GO:0030527	enables	IC	UniProtKB
Q15572	GO:0005668	part_of	IDA	UniProtKB
P9WLT7	GO:0052167	involved_in	IDA	UniProtKB
Q6PIE5	GO:0032991	part_of	IDA	UniProtKB
Q6PIE5	GO:0005783	is_active_in	IDA	UniProtKB
Q6PIE5	GO:0005886	is_active_in	IDA	UniProtKB
Q6PIE5	GO:0009986	is_active_in	IDA	UniProtKB
Q6PIE5	GO:0019852	acts_upstream_of_or_within	IGI	UniProtKB
Q6PIE5	GO:0008015	acts_upstream_of_or_within	IGI	UniProtKB
Q6PIE5	GO:0051899	acts_upstream_of_or_within	IMP	UniProtKB
Q6PIE5	GO:0019227	acts_upstream_of_or_within	IMP	UniProtKB
Q6PIE5	GO:0035864	acts_upstream_of_or_within	IMP	UniProtKB
Q6PIE5	GO:0042596	acts_upstream_of_or_within	IMP	UniProtKB
P67936	GO:0030220	involved_in	IMP	UniProtKB
P40997	GO:0006370	involved_in	IDA	UniProtKB
P9WFJ3	GO:0052167	involved_in	IDA	UniProtKB
Q64573	GO:0036116	involved_in	IDA	UniProtKB
Q9W4V8	GO:0005743	is_active_in	EXP	UniProtKB
Q9W4V8	GO:0005744	part_of	TAS	UniProtKB
Q9Z0Z3	GO:1905168	involved_in	IDA	UniProtKB
Q9Z0Z3	GO:0070534	involved_in	IDA	UniProtKB
Q9Z0Z3	GO:1990756	enables	IDA	UniProtKB
Q9SFV7	GO:0046656	involved_in	IDA	UniProtKB
Q09790	GO:0030643	involved_in	IMP	UniProtKB
P53694	GO:0046625	enables	TAS	UniProtKB
O75106	GO:0005737	located_in	IDA	UniProtKB
P16474	GO:0036503	involved_in	IMP	UniProtKB
Q9UNQ2	GO:0052909	enables	IMP	UniProtKB
P15103	GO:0005515	enables	IPI	UniProtKB
Q28181	GO:0006814	involved_in	IDA	UniProtKB
Q28181	GO:0006816	involved_in	IDA	UniProtKB
Q9VHQ7	GO:0034703	part_of	IDA	UniProtKB
Q9VHQ7	GO:0005886	is_active_in	IDA	UniProtKB
Q9VHQ7	GO:0005886	located_in	HDA	UniProtKB
Q9VHQ7	GO:0170020	enables	IDA	UniProtKB
Q9VHQ7	GO:0170020	enables	HDA	UniProtKB
P07948	GO:0043410	involved_in	IDA	UniProtKB
P07948	GO:0000077	involved_in	IDA	UniProtKB
O00329	GO:0038084	involved_in	IGI	UniProtKB
P51948	GO:0006367	involved_in	IDA	UniProtKB
Q00959	GO:1990782	enables	IPI	UniProtKB
Q00959	GO:1901419	involved_in	IEP	UniProtKB
Q00959	GO:1990708	involved_in	IEP	UniProtKB
Q00959	GO:0060291	involved_in	IEP	UniProtKB
Q00959	GO:0009986	located_in	IDA	UniProtKB
Q00959	GO:0032590	located_in	IDA	UniProtKB
Q00959	GO:0099092	located_in	IDA	UniProtKB
Q00959	GO:0010226	involved_in	IDA	UniProtKB
Q00959	GO:1904880	involved_in	IEP	UniProtKB
Q00959	GO:0090648	involved_in	IEP	UniProtKB
Q00959	GO:1905430	involved_in	IEP	UniProtKB
Q00959	GO:0033555	involved_in	IEP	UniProtKB
Q00959	GO:0035094	involved_in	IEP	UniProtKB
Q00959	GO:0032012	involved_in	IGI	UniProtKB
Q00959	GO:0098815	involved_in	IMP	UniProtKB
Q00959	GO:0099646	involved_in	IMP	UniProtKB
Q00959	GO:0090314	involved_in	IMP	UniProtKB
Q00959	GO:0097151	involved_in	IMP	UniProtKB
Q00959	GO:0042391	involved_in	IMP	UniProtKB
Q00959	GO:0001881	involved_in	IMP	UniProtKB
Q00959	GO:0048306	enables	IPI	UniProtKB
P16109	GO:0005178	enables	IDA	UniProtKB
P16109	GO:0098609	involved_in	IDA	UniProtKB
P24785	GO:0016456	part_of	IDA	UniProtKB
P24785	GO:0009047	involved_in	IDA	UniProtKB
P24785	GO:0042714	involved_in	IDA	UniProtKB
P24785	GO:0003724	enables	IDA	UniProtKB
Q149S1	GO:0160111	is_active_in	IDA	UniProtKB
Q5BN45	GO:0160111	is_active_in	IDA	UniProtKB
O76064	GO:1905168	involved_in	IDA	UniProtKB
O76064	GO:0085020	involved_in	IDA	UniProtKB
O76064	GO:0061630	enables	IDA	UniProtKB
P19339	GO:0046832	involved_in	IDA	UniProtKB
P19339	GO:0005634	is_active_in	IDA	UniProtKB
P19339	GO:0003729	enables	IDA	UniProtKB
Q9VTP4	GO:1904262	involved_in	IMP	UniProtKB
Q9DAD0	GO:0160112	is_active_in	IDA	UniProtKB
Q9HDW6	GO:1902600	involved_in	IC	UniProtKB
Q9D9D8	GO:0160111	is_active_in	IDA	UniProtKB
Q60805	GO:0051897	acts_upstream_of_or_within	IGI	UniProtKB
Q9NYV6	GO:0006361	involved_in	IDA	UniProtKB
Q9NYV6	GO:0001181	enables	IDA	UniProtKB
Q9NYV6	GO:0005515	enables	IPI	UniProtKB
P07996	GO:0038060	acts_upstream_of_negative_effect	IDA	UniProtKB
Q09763	GO:2000114	involved_in	EXP	UniProtKB
O14176	GO:0008353	enables	TAS	UniProtKB
Q3ZBC0	GO:0005665	part_of	IDA	UniProtKB
O94725	GO:0030643	involved_in	IMP	UniProtKB
Q08093	GO:0032944	acts_upstream_of_or_within	IMP	UniProtKB
O14269	GO:1902794	involved_in	IMP	UniProtKB
Q8WV28	GO:0140693	enables	IMP	UniProtKB
Q9P0J0	GO:1900119	involved_in	IGI	UniProtKB
Q9P0J0	GO:0061133	enables	IC	UniProtKB
Q8VDN2	GO:0008556	enables	IDA	UniProtKB
Q8VDN2	GO:0055078	involved_in	IDA	UniProtKB
Q8VDN2	GO:0007231	involved_in	IDA	UniProtKB
Q8VDN2	GO:0044325	enables	IPI	UniProtKB
P06493	GO:0007077	involved_in	IDA	UniProtKB
P84103	GO:0160134	enables	IDA	UniProtKB
P04758	GO:0022848	contributes_to	IDA	UniProtKB
Q9Y679	GO:0036503	involved_in	IMP	UniProtKB
P0CX55	GO:0000054	involved_in	IGI	UniProtKB
Q10315	GO:0006366	involved_in	IC	UniProtKB
O13759	GO:2000815	involved_in	IMP	UniProtKB
P83098	GO:1904263	involved_in	TAS	UniProtKB
Q13480	GO:0035767	involved_in	IMP	UniProtKB
Q9CQC3	GO:0160111	is_active_in	IDA	UniProtKB
P9WHZ5	GO:0052167	involved_in	IDA	UniProtKB
O43688	GO:0030149	involved_in	TAS	UniProtKB
O55131	GO:0005737	is_active_in	IDA	UniProtKB
O55131	GO:0005886	is_active_in	IDA	UniProtKB
O55131	GO:0016020	is_active_in	IDA	UniProtKB
O55131	GO:0031982	is_active_in	IDA	UniProtKB
O55131	GO:0046323	acts_upstream_of_or_within	IMP	UniProtKB
O55131	GO:0016192	acts_upstream_of_or_within	IMP	UniProtKB
P63167	GO:0004857	enables	IDA	UniProtKB
P63167	GO:0110027	involved_in	IDA	UniProtKB
P63167	GO:0035861	is_active_in	IDA	UniProtKB
Q9Z1M4	GO:0046627	acts_upstream_of_or_within	IGI	UniProtKB
Q5NC57	GO:0160112	is_active_in	IDA	UniProtKB
Q6PBJ2	GO:0048570	acts_upstream_of_or_within	IMP	UniProtKB
Q6PBJ2	GO:0001895	acts_upstream_of_or_within	IMP	UniProtKB
Q6PBJ2	GO:0061371	acts_upstream_of_or_within	IMP	UniProtKB
P35992	GO:0099156	involved_in	IDA	UniProtKB
P35992	GO:0005515	enables	IPI	UniProtKB
Q8WYQ5	GO:0030674	enables	IDA	UniProtKB
Q8WYQ5	GO:0006974	involved_in	IDA	UniProtKB
Q8WYQ5	GO:0035861	is_active_in	IC	UniProtKB
P30876	GO:0003899	enables	IDA	UniProtKB
P30876	GO:0003968	enables	IDA	UniProtKB
E9Q3T6	GO:0045814	acts_upstream_of_or_within	IMP	UniProtKB
P62961	GO:0032991	part_of	IDA	UniProtKB
O42893	GO:0070413	involved_in	TAS	UniProtKB
P11275	GO:0098877	involved_in	IMP	UniProtKB
Q01604	GO:0061621	involved_in	IMP	UniProtKB
P0AA19	GO:0000976	enables	IDA	UniProtKB
P0AA19	GO:0001216	enables	IDA	UniProtKB
P0AA19	GO:0045893	involved_in	IMP	UniProtKB
P0AA19	GO:0051701	involved_in	IMP	UniProtKB
Q8N1Q8	GO:0052816	enables	IDA	UniProtKB
Q8IYX1	GO:0031267	enables	IMP	UniProtKB
O43464	GO:1900119	involved_in	IDA	UniProtKB
O43464	GO:0035694	involved_in	TAS	UniProtKB
Q9P3A7	GO:0180027	involved_in	IMP	UniProtKB
Q01855	GO:0000054	involved_in	IMP	UniProtKB
P48540	GO:0005576	located_in	TAS	UniProtKB
P97570	GO:0052816	enables	IDA	UniProtKB
Q9GZZ7	GO:0016167	enables	IDA	UniProtKB
Q9GZZ7	GO:0035860	involved_in	IDA	UniProtKB
Q09764	GO:0015174	enables	IMP	UniProtKB
Q09764	GO:0034490	involved_in	IMP	UniProtKB
Q9NXW9	GO:0140457	enables	TAS	UniProtKB
O94294	GO:0061173	involved_in	IMP	UniProtKB
O15446	GO:0006361	involved_in	IDA	UniProtKB
O15446	GO:0005515	enables	IPI	UniProtKB
A0A0G2JUG7	GO:0032012	involved_in	IGI	UniProtKB
A0A0G2JUG7	GO:0051965	involved_in	IMP	UniProtKB
A0A0G2JUG7	GO:0099149	involved_in	IMP	UniProtKB
Q8BXA6	GO:0070160	located_in	IDA	UniProtKB
O43318	GO:0005789	is_active_in	IDA	UniProtKB
O43318	GO:0141111	involved_in	IDA	UniProtKB
Q07076	GO:0140523	enables	IMP	UniProtKB
A2AJ15	GO:0036503	acts_upstream_of_or_within	IMP	UniProtKB
A0A0G2JZ79	GO:0042220	involved_in	IEP	UniProtKB
O75608	GO:1905336	involved_in	IDA	UniProtKB
P23818	GO:0004970	enables	IDA	UniProtKB
Q14676	GO:0140463	enables	IDA	UniProtKB
F1M7L9	GO:0030057	located_in	IDA	UniProtKB
F1M7L9	GO:0045785	involved_in	IMP	UniProtKB
Q9R0X4	GO:0052816	enables	IDA	UniProtKB
P42271	GO:0000931	part_of	IDA	UniProtKB
P42271	GO:0090221	involved_in	IDA	UniProtKB
O15047	GO:0005737	located_in	IDA	UniProtKB
O15047	GO:0003723	enables	IDA	UniProtKB
Q9W4N2	GO:0006370	involved_in	IMP	UniProtKB
P14625	GO:0036503	involved_in	IMP	UniProtKB
