protein_id	go_term	qualifier	evidence_code	source_db
Q68FE2	GO:0097060	is_active_in	IDA	UniProtKB
Q68FE2	GO:0097060	is_active_in	IMP	UniProtKB
Q09429	GO:0042734	is_active_in	IDA	UniProtKB
P50082	GO:0051321	involved_in	IMP	UniProtKB
Q06104	GO:0051668	involved_in	IMP	UniProtKB
Q32KD2	GO:0141005	involved_in	IGI	UniProtKB
Q32KD2	GO:0141006	involved_in	IMP	UniProtKB
Q05934	GO:0051880	enables	IDA	UniProtKB
Q05934	GO:0006338	acts_upstream_of_or_within	IGI	UniProtKB
Q05934	GO:0006338	acts_upstream_of_or_within	IMP	UniProtKB
P05744	GO:0006364	involved_in	IMP	UniProtKB
Q15007	GO:0006397	involved_in	IMP	UniProtKB
Q05863	GO:0004045	enables	IDA	UniProtKB
Q05863	GO:0005739	is_active_in	IDA	UniProtKB
Q05863	GO:0005739	is_active_in	HDA	UniProtKB
Q05863	GO:0032543	involved_in	IMP	UniProtKB
Q9BSW7	GO:0098794	is_active_in	IDA	UniProtKB
Q9BSW7	GO:0098794	is_active_in	IMP	UniProtKB
Q9BSW7	GO:0098978	is_active_in	IDA	UniProtKB
Q9BSW7	GO:0098978	is_active_in	IMP	UniProtKB
Q9BSW7	GO:0099149	involved_in	IDA	UniProtKB
Q9BSW7	GO:0099149	involved_in	IMP	UniProtKB
P53330	GO:0015616	enables	IDA	UniProtKB
Q8BMT4	GO:0141069	enables	IDA	UniProtKB
P01579	GO:0019222	involved_in	IGI	UniProtKB
F1LQY6	GO:0098793	is_active_in	IDA	UniProtKB
F1LQY6	GO:0098794	is_active_in	IDA	UniProtKB
Q99JI1	GO:0005634	located_in	IDA	UniProtKB
Q99JI1	GO:0045663	involved_in	IMP	UniProtKB
Q78TU8	GO:0150052	involved_in	IDA	UniProtKB
Q78TU8	GO:0150052	involved_in	IMP	UniProtKB
Q78TU8	GO:0098871	is_active_in	IDA	UniProtKB
Q78TU8	GO:0098978	is_active_in	IDA	UniProtKB
Q78TU8	GO:0098978	is_active_in	IMP	UniProtKB
Q78TU8	GO:0099143	is_active_in	IDA	UniProtKB
P0AAG0	GO:0051539	enables	IDA	UniProtKB
Q80WW9	GO:1900100	involved_in	IMP	UniProtKB
Q80WW9	GO:1903898	involved_in	IMP	UniProtKB
Q3EBC8	GO:0036464	is_active_in	IDA	UniProtKB
Q3EBC8	GO:0006995	involved_in	TAS	UniProtKB
Q3EBC8	GO:0030422	involved_in	IMP	UniProtKB
Q3EBC8	GO:0070549	acts_upstream_of_positive_effect	IMP	UniProtKB
Q99189	GO:0035719	involved_in	IMP	UniProtKB
P85171	GO:0098839	is_active_in	IDA	UniProtKB
P85171	GO:0098839	is_active_in	IMP	UniProtKB
P85171	GO:0090128	involved_in	IDA	UniProtKB
P85171	GO:0090128	involved_in	IMP	UniProtKB
P85171	GO:0098978	is_active_in	IDA	UniProtKB
P85171	GO:0098978	is_active_in	IMP	UniProtKB
P85171	GO:0098982	is_active_in	IDA	UniProtKB
P85171	GO:0098982	is_active_in	IMP	UniProtKB
Q66H15	GO:0098793	is_active_in	IDA	UniProtKB
Q66H15	GO:0098793	is_active_in	IEP	UniProtKB
Q66H15	GO:0098794	is_active_in	IDA	UniProtKB
Q66H15	GO:0098794	is_active_in	IEP	UniProtKB
Q66H15	GO:0098978	is_active_in	IDA	UniProtKB
Q66H15	GO:0098978	is_active_in	IEP	UniProtKB
P32805	GO:0018890	involved_in	IMP	UniProtKB
F1MYR9	GO:1990566	located_in	IPI	UniProtKB
P38781	GO:0043565	enables	IDA	UniProtKB
P22979	GO:0006446	involved_in	IMP	UniProtKB
B5DF21	GO:0014069	is_active_in	IDA	UniProtKB
B5DF21	GO:0014069	is_active_in	IEP	UniProtKB
B5DF21	GO:0150052	involved_in	IDA	UniProtKB
B5DF21	GO:0150052	involved_in	IEP	UniProtKB
B5DF21	GO:0098978	is_active_in	IDA	UniProtKB
B5DF21	GO:0098978	is_active_in	IEP	UniProtKB
Q08581	GO:0071459	involved_in	IDA	UniProtKB
P53721	GO:0031334	acts_upstream_of_or_within	IDA	UniProtKB
Q03213	GO:0071470	involved_in	IGI	UniProtKB
Q03213	GO:0071470	involved_in	IMP	UniProtKB
P38439	GO:0009302	involved_in	IMP	UniProtKB
P47035	GO:1902570	acts_upstream_of_or_within	IDA	UniProtKB
P47239	GO:0014816	involved_in	IDA	UniProtKB
Q12280	GO:0000281	involved_in	IMP	UniProtKB
P12954	GO:0007127	involved_in	IMP	UniProtKB
B1AXV0	GO:0098794	is_active_in	IDA	UniProtKB
B1AXV0	GO:0098794	is_active_in	IEP	UniProtKB
B1AXV0	GO:0098794	is_active_in	IMP	UniProtKB
B1AXV0	GO:0005789	is_active_in	IDA	UniProtKB
B1AXV0	GO:0005789	is_active_in	IEP	UniProtKB
B1AXV0	GO:0005789	is_active_in	IMP	UniProtKB
P33441	GO:0000347	located_in	IPI	UniProtKB
Q6P5U7	GO:0045202	is_active_in	IDA	UniProtKB
Q6P5U7	GO:0045202	is_active_in	EXP	UniProtKB
Q6P5U7	GO:0045202	is_active_in	IMP	UniProtKB
Q8CC35	GO:0005515	enables	IPI	UniProtKB
Q63531	GO:0014069	is_active_in	IDA	UniProtKB
Q63531	GO:0014069	is_active_in	IEP	UniProtKB
Q63531	GO:0098978	is_active_in	IDA	UniProtKB
Q63531	GO:0098978	is_active_in	IEP	UniProtKB
Q91YL7	GO:0044782	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0050885	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0090659	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0090660	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0008104	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0036211	acts_upstream_of_or_within	IMP	UniProtKB
Q91YL7	GO:0007420	acts_upstream_of_or_within	IMP	UniProtKB
P82471	GO:0098793	is_active_in	IDA	UniProtKB
P82471	GO:0098793	is_active_in	IEP	UniProtKB
Q08157	GO:0000328	located_in	IDA	UniProtKB
Q08223	GO:0005777	located_in	HDA	UniProtKB
P33336	GO:0010507	involved_in	IGI	UniProtKB
Q12469	GO:2000910	involved_in	IMP	UniProtKB
P97571	GO:0140249	involved_in	IMP	UniProtKB
P97571	GO:0140249	involved_in	EXP	UniProtKB
P97571	GO:0140249	involved_in	IDA	UniProtKB
P97571	GO:0140249	involved_in	IEP	UniProtKB
P97571	GO:0098794	is_active_in	IDA	UniProtKB
P97571	GO:0098794	is_active_in	IMP	UniProtKB
P97571	GO:0098978	is_active_in	IDA	UniProtKB
P97571	GO:0098978	is_active_in	IMP	UniProtKB
P97571	GO:0014069	is_active_in	IDA	UniProtKB
P97571	GO:0098793	is_active_in	IDA	UniProtKB
P63216	GO:0045202	is_active_in	EXP	UniProtKB
P63216	GO:0045202	is_active_in	IDA	UniProtKB
Q50H33	GO:0042734	is_active_in	IDA	UniProtKB
Q50H33	GO:0048787	is_active_in	IDA	UniProtKB
Q50H33	GO:0098794	is_active_in	IDA	UniProtKB
P19659	GO:0034605	involved_in	IMP	UniProtKB
P24155	GO:0005515	enables	IPI	UniProtKB
P05059	GO:0005515	enables	IPI	UniProtKB
Q9XW17	GO:0035770	part_of	IDA	UniProtKB
Q9SG02	GO:0036464	is_active_in	IDA	UniProtKB
Q9SG02	GO:0070549	acts_upstream_of_positive_effect	IMP	UniProtKB
P22756	GO:0022849	enables	IDA	UniProtKB
P22756	GO:0045211	located_in	TAS	UniProtKB
Q9Z252	GO:0099092	is_active_in	IDA	UniProtKB
Q80Z24	GO:0046878	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0048812	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0050850	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0045444	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0060538	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0140042	acts_upstream_of_or_within	IMP	UniProtKB
Q80Z24	GO:0035176	acts_upstream_of_or_within	IMP	UniProtKB
